,extracted_comments,comments_date,translated_comments
3066,The music and gameplay are both amazing,2022-06-12 18:54:50,The music and gameplay are both amazing
3067,Narco talk about you bro … you’re freaking good ,2022-08-11 18:54:50,Narco talk about you bro … you’re freaking good 
3068,9:00,2022-07-12 18:54:50,9:00
3069,"Tokyo that shit was amazing, you are the ads king hands down....GG bro",2022-06-12 18:54:50,"Tokyo that shit was amazing, you are the ads king hands down....GG bro"
3070,Me: blinks,2022-06-12 18:54:50,Me: blinks
3071,Please keep up the good work,2022-06-12 18:54:50,Please keep up the good work
3072,I think because of the music bro. ,2022-06-12 18:54:50,I think because of the music bro. 
3073,Yo that's amazing bro... you got a new sub,2022-06-12 18:54:50,Yo that's amazing bro... you got a new sub
3074,Seriously... How do you manage to play like that? ,2022-07-12 18:54:50,Seriously... How do you manage to play like that? 
3075,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like,2022-07-12 18:54:50,bro you're amazing I've never seen you play here you have one more follower I know it's not a big deal but I won't stop giving my like
3076,FIRE GAME BRO! Well done ,2022-07-12 18:54:50,FIRE GAME BRO! Well done 
3077,That was fire....,2022-07-12 18:54:50,That was fire....
3078,Yesterday i watch this match in your live ggs man you are the best,2022-06-12 18:54:50,Yesterday i watch this match in your live ggs man you are the best
3079,Final fights ,2022-06-12 18:54:50,Final fights 
3080,You're good. New subscriber here,2022-07-12 18:54:50,You're good. New subscriber here
3081,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?",2022-06-12 18:54:50,"Yoh bro, can you do one video for you and LagYT playing duo vs squad on a private lobby?"
3082,Just found another GOD just subbed with bell and smashed that like ,2022-08-11 18:54:50,Just found another GOD just subbed with bell and smashed that like 
3083,Bro Tokyo is fast asf ,2022-09-10 18:54:50,Bro Tokyo is fast asf 
3084,"""help me step bro Im stuck"" xD thats why I enjoy ur streams",2022-09-10 18:54:50,"""help me step bro Im stuck"" xD thats why I enjoy ur streams"
3085,Great video my bro,2022-06-12 18:54:50,Great video my bro
3086,Wow!!!!! You are an amazing players!!!,2022-06-12 18:54:50,Wow!!!!! You are an amazing players!!!
3087,GGs bro new sub ,2022-06-12 18:54:50,GGs bro new sub 
3088,:_kral:,2022-06-12 18:54:50,:_kral:
3089,Helal kanka efsane olmuş ,2022-06-12 18:54:50,Helal kanka efsane olmuş 
3090,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo,2022-06-12 18:54:50,Bro I'm playing on phone it's kinda hard I don't choke but even when I'm playing at my best I just idk it doesn't result to anything idk what should I focus on sometimes the hud doesn't work and sometimes the fov  seems kinda off the device gets laggy that's understandable but what should I be focusing on.big fan Tokyo
3091,Perfect ,2022-06-12 18:54:50,Perfect 
3092,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big ,2022-06-12 18:54:50,I play on 90ms ping so shotgun registration is hard... I always watch ur videos to dream big 
3093,this is my first day watching your videos just i enjoyed ggs,2022-07-12 18:54:50,this is my first day watching your videos just i enjoyed ggs
3094,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin ,2022-06-12 18:54:50,Tokyo çıtayı öyle bı yere çıkardın ki kendi oynadigim oyun artık beni tatmin 
3095,Shotgun play is insane!!!!,2022-06-12 18:54:50,Shotgun play is insane!!!!
3096,Damn you play way too smooth,2022-06-12 18:54:50,Damn you play way too smooth
3097,12:12,2022-10-19 18:54:50,12:12
3098,Hello Tokyo lezzgooo,2022-06-12 18:54:50,Hello Tokyo lezzgooo
3099,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man ",2022-07-12 18:54:50,"Du bist echt gut, ich frag mich wann wurde ich im dieser leben so spielen wie du. Geil man "
3100,Tokyo is too cracked,2022-06-12 18:54:50,Tokyo is too cracked
3101,Nice gameplay ,2022-06-12 18:54:50,Nice gameplay 
3102,Joga muito ,2022-07-12 18:54:50,Joga muito 
3103,"Bro, you can go for the record",2022-06-12 18:54:50,"Bro, you can go for the record"
3104,The accent makes him even funnier,2022-08-11 18:54:50,The accent makes him even funnier
3105,bro furry klanindan slm 10 numarasın tam destek devamm ke,2022-06-12 18:54:50,bro furry klanindan slm 10 numarasın tam destek devamm ke
3106,Bro love the Shiloh music goes well with the tempo,2022-06-12 18:54:50,Bro love the Shiloh music goes well with the tempo
3107,Intense bro,2022-07-12 18:54:50,Intense bro
3108,42 kills exactly....damnnnn,2022-07-12 18:54:50,42 kills exactly....damnnnn
3109,Question...,2022-07-12 18:54:50,Question...
3110,gg ,2022-06-12 18:54:50,gg 
3111,My highest is like 21 kills. Aiming for 30 before.,2022-06-12 18:54:50,My highest is like 21 kills. Aiming for 30 before.
3112,"Sir, yesterday i watched ur video and i become ur fan sir.... ",2022-09-10 18:54:50,"Sir, yesterday i watched ur video and i become ur fan sir.... "
3113,Dude your insane ,2022-06-12 18:54:50,Dude your insane 
3114,Super ,2022-06-12 18:54:50,Super 
3115,gg wp bro.  Nice aim,2022-08-11 18:54:50,gg wp bro.  Nice aim
3116,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak,2022-06-12 18:54:50,Kanka mitik fennecte 4. Seviyedeki uzun namlu 8. Seviyede aldığından dahamı kalın oluyor görüntü olarak
3117,9:00,2022-06-12 18:54:50,9:00
3118,You are the Best bro ,2022-06-12 18:54:50,You are the Best bro 
3119,Nice game!,2022-07-12 18:54:50,Nice game!
3120,Gg brooo,2022-06-12 18:54:50,Gg brooo
3121,Harikasın arkadaşım baypas tan sevgilerle,2022-10-10 18:54:50,Harikasın arkadaşım baypas tan sevgilerle
3122,🔥,2022-06-12 18:54:50,🔥
3123,Insane,2022-06-12 18:54:50,Insane
3124,Much love man ,2022-07-12 18:54:50,Much love man 
3125,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim,2022-07-12 18:54:50,Kim ne derse desin aga sen bu iste en iyisisin sadece bu vidyo ya bakarak demiyorum uzun zamandir takip ediyorum daha iyisini gormedim
3126,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео",2022-06-12 18:54:50,"Смешно смотреть как ты играешь на легендарном и как у тебя противники как роботы играют, не стреляют по тебе, в то время когда сам играю на легендарном и у меня враги очень опасные не то что у тебя на видео"
3127,That’s tuff ,2022-06-12 18:54:50,That’s tuff 
3128,Crazy edit there,2022-06-12 18:54:50,Crazy edit there
3129,Bro we meet in isolated at farm ,2022-06-12 18:54:50,Bro we meet in isolated at farm 
3130,The squirrel is what gets me ,2022-06-12 18:54:50,The squirrel is what gets me 
3131,Can anyone tell how he kills enemies so fast,2022-06-12 18:54:50,Can anyone tell how he kills enemies so fast
3132,"Nice game bro,, ",2022-06-12 18:54:50,"Nice game bro,, "
3133,you the best bro ,2022-07-12 18:54:50,you the best bro 
3134,What’s the third song ? Great video ! Earned yourself a new sub and like,2022-07-12 18:54:50,What’s the third song ? Great video ! Earned yourself a new sub and like
3135,PARKER = BEST RECORD,2022-08-11 18:54:50,PARKER = BEST RECORD
3136,Nice ,2022-06-12 18:54:50,Nice 
3137,Damn bro you are insane,2022-07-12 18:54:50,Damn bro you are insane
3138,Woooow,2022-06-12 18:54:50,Woooow
3139,Liked it ,2022-06-12 18:54:50,Liked it 
3140,Beast,2022-06-12 18:54:50,Beast
3141,4:06,2022-08-11 18:54:50,4:06
3142,Daaamnn good,2022-07-12 18:54:50,Daaamnn good
3143,40bomb with hso,2022-06-12 18:54:50,40bomb with hso
3144,3:55,2022-07-12 18:54:50,3:55
3145,😂,2022-06-12 18:54:50,😂
3146,U deserve more subs,2022-08-11 18:54:50,U deserve more subs
3147,Bro am subscribing now ,2022-07-12 18:54:50,Bro am subscribing now 
3148,"You are so good man, ",2022-10-26 18:54:50,"You are so good man, "
3149,Nerelerdesin be Berk,2022-06-12 18:54:50,Nerelerdesin be Berk
3150,Funny gameplay ) tell me name of ur editor )),2022-06-12 18:54:50,Funny gameplay ) tell me name of ur editor ))
3151,GG,2022-06-12 18:54:50,GG
3152,Teke tek maç yapalım ,2022-06-12 18:54:50,Teke tek maç yapalım 
3153,Gg bro tchko tchiko ,2022-06-12 18:54:50,Gg bro tchko tchiko 
3154,Tokyooo luv you bro,2022-06-12 18:54:50,Tokyooo luv you bro
3155,How do you move so fast that’s crazy,2022-07-12 18:54:50,How do you move so fast that’s crazy
3156,Good game!,2022-07-12 18:54:50,Good game!
3157,Tokyo şu hs nin aparatlarını bi at bana bro.,2022-06-12 18:54:50,Tokyo şu hs nin aparatlarını bi at bana bro.
3158,Brucle senin kimi olamaz xaxa sen harikasin kanka,2022-06-12 18:54:50,Brucle senin kimi olamaz xaxa sen harikasin kanka
3159,Top 1 player ggs,2022-06-12 18:54:50,Top 1 player ggs
3160,Nice you legend,2022-06-12 18:54:50,Nice you legend
3161,Show ur sensitivity setting,2022-08-11 18:54:50,Show ur sensitivity setting
3162,Love you man,2022-06-12 18:54:50,Love you man
3163,I subscribed ASAP ,2022-06-12 18:54:50,I subscribed ASAP 
3164,Tokyo stuck in the dryer lol too much Hub,2022-06-12 18:54:50,Tokyo stuck in the dryer lol too much Hub
3165,High level skill,2022-07-12 18:54:50,High level skill
3166,En iyi oyuncu ama maalesef takipçisi ve beğenisi az .,2022-06-12 18:54:50,En iyi oyuncu ama maalesef takipçisi ve beğenisi az .
3167,Help me step brother i am stuck ,2022-06-12 18:54:50,Help me step brother i am stuck 
3168,Gg bro great video,2022-09-10 18:54:50,Gg bro great video
3169,The beat on ,2022-06-12 18:54:50,The beat on 
3170,legend,2022-07-12 18:54:50,legend
3171,Gg bro,2022-06-12 18:54:50,Gg bro
3172,50 is the current record right ???,2022-06-12 18:54:50,50 is the current record right ???
3173,Tekrar izledim yayindaa izlemiwdim,2022-06-12 18:54:50,Tekrar izledim yayindaa izlemiwdim
3174,Eaaaaaasy ,2022-06-12 18:54:50,Eaaaaaasy 
3175,Niceeeee,2022-06-12 18:54:50,Niceeeee
3176,9:20,2022-08-11 18:54:50,9:20
3177,how bypass are you using ????,2022-07-12 18:54:50,how bypass are you using ????
3178,Dikkat ettimde hic profesyonel takimlara denk gelmiyorsun:) ama ginede iyisin bu iste:),2022-08-11 18:54:50,Dikkat ettimde hic profesyonel takimlara denk gelmiyorsun:) ama ginede iyisin bu iste:)
3179,Nice Tokyo,2022-06-12 18:54:50,Nice Tokyo
3180,Would have been 42 .. 2 kills got stolen,2022-06-12 18:54:50,Would have been 42 .. 2 kills got stolen
3181,Sensitivity is gyro on??,2022-08-11 18:54:50,Sensitivity is gyro on??
3182,You have a sub from me bro,2022-07-12 18:54:50,You have a sub from me bro
3183,FOV Third person,2022-07-12 18:54:50,FOV Third person
3184,i hope u match up with the tokyo of philippines to see whos better,2022-08-11 18:54:50,i hope u match up with the tokyo of philippines to see whos better
3185,Woow bro GG ,2022-07-12 18:54:50,Woow bro GG 
3186,Canlı yayın yapmıyorsun tokyo özlettin kendini,2022-06-12 18:54:50,Canlı yayın yapmıyorsun tokyo özlettin kendini
3187,es mi parecer o en la partida no se vio gente de casi nivel ps no se vi que los jugadores no tenian buenos movimientos,2022-07-12 18:54:50,es mi parecer o en la partida no se vio gente de casi nivel ps no se vi que los jugadores no tenian buenos movimientos
3188,1/26.. at the end of the video.. which means there were 74 bots in the server lol,2022-10-10 18:54:50,1/26.. at the end of the video.. which means there were 74 bots in the server lol
3189,"So I play br but I don’t move like that , is it important",2022-09-10 18:54:50,"So I play br but I don’t move like that , is it important"
3190,Step bro got good aim u have the best videos ever i hope u get 1million subscribers,2022-06-12 18:54:50,Step bro got good aim u have the best videos ever i hope u get 1million subscribers
3191,Adamsın Berk helal olsun,2022-06-12 18:54:50,Adamsın Berk helal olsun
3192,"This is probably only me but still ""HIS CONTENT IS SIMILAR TO LOTEX""",2022-06-12 18:54:50,"This is probably only me but still ""HIS CONTENT IS SIMILAR TO LOTEX"""
3193,Çok rahat çok profosyonel ...,2022-06-12 18:54:50,Çok rahat çok profosyonel ...
3194,Killing machine,2022-06-12 18:54:50,Killing machine
3195,Bro has 39 kill say 40 i love you hahaha,2022-06-12 18:54:50,Bro has 39 kill say 40 i love you hahaha
3196,"Nice Bro,, bery good player,,,hahha,are you Japanese  oy?",2022-07-12 18:54:50,"Nice Bro,, bery good player,,,hahha,are you Japanese  oy?"
3197,Canlı izledim bir de buradan izleyeyim:)),2022-06-12 18:54:50,Canlı izledim bir de buradan izleyeyim:))
3198,Ulan berk konusmalarin icinde izliyoduk ingilizceye gecmissin kanka bu bizi aşar,2022-07-12 18:54:50,Ulan berk konusmalarin icinde izliyoduk ingilizceye gecmissin kanka bu bizi aşar
3199,How many fingers does he play?,2022-08-11 18:54:50,How many fingers does he play?
3200,Two kills been stollen xd ,2022-06-12 18:54:50,Two kills been stollen xd 
3201,Rakiperr::Mumkunsee bi dahaa gorusmeyelim kardeeeees,2022-06-12 18:54:50,Rakiperr::Mumkunsee bi dahaa gorusmeyelim kardeeeees
3202,Pls Tokyo only day new vidéo pls,2022-06-12 18:54:50,Pls Tokyo only day new vidéo pls
3203,XD,2022-06-12 18:54:50,XD
3204,Jiggle jiggle ,2022-06-12 18:54:50,Jiggle jiggle 
3205,I Love Tokyo,2022-06-12 18:54:50,I Love Tokyo
3206,Hello sir I'm your Begg fen sir sensitive,2022-07-12 18:54:50,Hello sir I'm your Begg fen sir sensitive
3207,All this guy make you say is omg omg ,2022-07-12 18:54:50,All this guy make you say is omg omg 
3208,i thought its 4K Tokyo,2022-09-10 18:54:50,i thought its 4K Tokyo
3209,HS LOADOUT PLS,2022-06-12 18:54:50,HS LOADOUT PLS
3210,POMPALI KULLANMADA 1 NUMARALI ADAM BENCE,2022-06-12 18:54:50,POMPALI KULLANMADA 1 NUMARALI ADAM BENCE
3211,Ooo bro very nice very good respeckt ,2022-06-12 18:54:50,Ooo bro very nice very good respeckt 
3212,No one play like lotex in the world ggs tokyo you are good player,2022-07-12 18:54:50,No one play like lotex in the world ggs tokyo you are good player
3213,9:22,2022-06-12 18:54:50,9:22
3214,Best player,2022-06-12 18:54:50,Best player
3215,What the name of the song at the end bro?,2022-07-12 18:54:50,What the name of the song at the end bro?
3216,Nice bro ,2022-07-12 18:54:50,Nice bro 
3217,best smg player,2022-06-12 18:54:50,best smg player
3218,You're the best bro,2022-08-11 18:54:50,You're the best bro
3219,I like the song in the background,2022-06-12 18:54:50,I like the song in the background
3220,Good game,2022-06-12 18:54:50,Good game
3221,Este tipo se mato a media partida xdxd,2022-07-12 18:54:50,Este tipo se mato a media partida xdxd
3222,42 kills they took 2 kills,2022-06-12 18:54:50,42 kills they took 2 kills
3223,I watched 2 times ,2022-07-12 18:54:50,I watched 2 times 
3224,😂,2022-08-11 18:54:50,😂
3225,This is getting ridiculous ,2022-06-12 18:54:50,This is getting ridiculous 
3226,"Tokyo Do you like these graphics or the graphics before blackout , I dont like these see how dull ISOLATED looks do you remember those days where you ran an adrenaline with level 3 vest , whereas on the other hand Blackout is so vibrant .",2022-06-12 18:54:50,"Tokyo Do you like these graphics or the graphics before blackout , I dont like these see how dull ISOLATED looks do you remember those days where you ran an adrenaline with level 3 vest , whereas on the other hand Blackout is so vibrant ."
